GO_id,GO_description,Pathway,Description,incorrect
GO:0015976,carbon utilization,Metabolism,"Carbon utilization is a broad metabolic process, and mitochondria are central to many pathways that utilize carbon sources for energy and biosynthesis (e.g., carbohydrate, lipid, and amino acid metabolism). 'Metabolism' is the most appropriate general category.",False
GO:0006626,protein targeting to mitochondrion,"Protein import, sorting and homeostasis > Protein import and sorting","This GO term directly describes the process of directing proteins to the mitochondrion, which is the primary function of the protein import and sorting machinery.",False
GO:0004140,dephospho-CoA kinase activity,Metabolism > Metals and cofactors > Coenzyme A metabolism,"Dephospho-CoA kinase is an enzyme directly involved in the biosynthesis of coenzyme A, a vital cofactor for numerous mitochondrial metabolic reactions.",False
GO:0001402,signal transduction involved in filamentous growth,No appropriate pathway,"Filamentous growth is a cellular response often mediated by signal transduction pathways. While not exclusively mitochondrial, mitochondria are integral to cellular signaling and stress responses. 'Signaling' is the most appropriate general category within the provided hierarchy for a signal transduction process.",False
GO:0061629,RNA polymerase II-specific DNA-binding transcription factor binding,Signaling,"RNA polymerase II-specific transcription factors are nuclear proteins that regulate the expression of genes, many of which encode mitochondrial proteins. This represents a crucial regulatory mechanism (signaling) that controls mitochondrial biogenesis and function from the nucleus.",False
GO:0097753,membrane bending,Mitochondrial dynamics and surveillance > Cristae formation,"Membrane bending is essential for shaping mitochondrial membranes, particularly the inner mitochondrial membrane to form cristae, which are crucial for OXPHOS.",False
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",Signaling,"Similar to GO:0061629, this describes the activity of nuclear transcription factors that regulate gene expression. This regulatory process (signaling) is critical for controlling mitochondrial biogenesis and function, even if the direct activity is nuclear.",False
GO:0000965,mitochondrial RNA 3'-end processing,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing,"Mitochondrial RNA is often transcribed as polycistronic units that require extensive processing, including 3'-end processing, to yield mature mt-tRNAs, mt-rRNAs, and mt-mRNAs.",False
GO:0015880,coenzyme A transport,Small molecule transport,"This GO term explicitly describes the transport of coenzyme A, a small molecule, which is a function of various transporters, fitting directly into the 'Small molecule transport' category.",False
GO:0003870,5-aminolevulinate synthase activity,Metabolism > Metals and cofactors > Heme synthesis and processing,"5-aminolevulinate synthase is the key enzyme initiating heme biosynthesis, a pathway that starts in the mitochondria and is crucial for producing heme-containing proteins like cytochromes.",False
GO:0036286,eisosome filament,No appropriate pathway,"Eisosomes are plasma membrane structures involved in sensing and responding to environmental stress in fungi. While not directly mitochondrial, cellular stress responses often involve signaling pathways that can impact mitochondrial function and dynamics. 'Signaling' is the most general category for such regulatory processes.",False
GO:0006535,cysteine biosynthetic process from serine,Metabolism > Amino acid metabolism > Serine metabolism,"Cysteine can be synthesized from serine, making this process a direct part of amino acid metabolism, specifically linked to serine metabolism, which occurs in mitochondria.",False
GO:0006569,L-tryptophan catabolic process,Metabolism > Amino acid metabolism > Kynurenine metabolism,"The catabolism of L-tryptophan primarily proceeds via the kynurenine pathway, a significant portion of which occurs within the mitochondria.",False
GO:0004488,methylenetetrahydrofolate dehydrogenase (NADP+) activity,Metabolism > Vitamin metabolism > Folate and 1-C metabolism,"Methylenetetrahydrofolate dehydrogenase is a key enzyme in folate-dependent one-carbon metabolism, a pathway with significant mitochondrial involvement, particularly in providing one-carbon units for various biosynthetic processes.",False
GO:0004300,enoyl-CoA hydratase activity,Metabolism > Lipid metabolism > Fatty acid oxidation,"Enoyl-CoA hydratase is a crucial enzyme in the mitochondrial fatty acid beta-oxidation pathway, which breaks down fatty acids to generate acetyl-CoA for energy production.",False
GO:0004312,fatty acid synthase activity,Metabolism > Lipid metabolism > Type II fatty acid synthesis,"While the major fatty acid synthase is cytosolic, a distinct Type II fatty acid synthesis system operates in mitochondria in various organisms and is responsible for mitochondrial fatty acid synthesis, including precursors for lipoic acid.",False
GO:0006995,cellular response to nitrogen starvation,Mitochondrial dynamics and surveillance > Autophagy,"Cellular response to nitrogen starvation involves significant metabolic adjustments and often triggers autophagy, a process of cellular self-digestion that includes mitophagy (degradation of mitochondria) to recycle nutrients.",False
GO:0004368,glycerol-3-phosphate dehydrogenase (quinone) activity,Metabolism > Carbohydrate metabolism > Glycerol phosphate shuttle,"Glycerol-3-phosphate dehydrogenase (quinone) is a key enzyme in the mitochondrial glycerol phosphate shuttle, which facilitates the transfer of reducing equivalents into the mitochondria for oxidative phosphorylation.",False
GO:0008409,5'-3' exonuclease activity,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,"5'-3' exonuclease activity is a key molecular function involved in the degradation and processing of mitochondrial RNA, contributing to its stability and decay.",False
GO:0033859,furaldehyde metabolic process,Metabolism > Detoxification > Xenobiotic metabolism,"Furaldehyde is a xenobiotic compound, and its metabolic processing is a detoxification mechanism, often carried out by mitochondrial enzymes.",False
GO:0072593,reactive oxygen species metabolic process,Metabolism > Detoxification > ROS and glutathione metabolism,"Mitochondria are major producers and detoxifiers of reactive oxygen species (ROS), making their metabolic processing a critical mitochondrial detoxification pathway.",False
GO:1901524,regulation of mitophagy,Mitochondrial dynamics and surveillance > Mitophagy,"Mitophagy is the selective degradation of damaged or superfluous mitochondria, and its regulation is a core aspect of mitochondrial quality control and dynamics.",False
GO:0000755,cytogamy,Mitochondrial dynamics and surveillance,"Cytogamy, the fusion of cytoplasm, is a cellular event that profoundly impacts the overall population, mixing, and subsequent dynamics of mitochondria within the fused cell, thus broadly relating to mitochondrial surveillance and dynamics in a cellular context.",False
GO:0007007,inner mitochondrial membrane organization,Mitochondrial dynamics and surveillance > Cristae formation,"The organization of the inner mitochondrial membrane is intrinsically linked to the formation and maintenance of cristae, which are crucial for mitochondrial function.",False
GO:0034517,ribophagy,Mitochondrial dynamics and surveillance > Autophagy,"Ribophagy is a specific type of autophagy, the cellular process of degrading cellular components, which is broadly categorized under mitochondrial dynamics and surveillance due to its role in cellular quality control.",False
GO:0032507,maintenance of protein location in cell,"Protein import, sorting and homeostasis > Protein import and sorting","This general term encompasses the processes by which proteins are directed to and maintained in their correct cellular compartments, including mitochondria, which is a core function of protein import and sorting.",False
